title,price_mad,breed,gender,age,height_cm,url,location
"Westphalian, Mare, 5 years, 16 hh, Grey-Dapple",235399,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-16-hh-grey-dapple-showjumpers-schmilau/4455110.html,"Schmilau, DE"
"Holstein, Gelding, 4 years, 16,1 hh, Brown",149800,Holsteiner,Gelding,4.0,,https://www.ehorses.com/holstein-gelding-4years-161-hh-brown-showjumpers-mustin/4487126.html,"Mustin, DE"
"Holstein, Mare, 9 years, 16 hh, Bay-Dark",235399,Holsteiner,Mare,9.0,,https://www.ehorses.com/holstein-mare-9years-16-hh-bay-dark-showjumpers-eventinghorses-schmilau/4493702.html,"Schmilau, DE"
"Holstein, Stallion, 1 year, Brown",64199,Holsteiner,Stallion,,,https://www.ehorses.com/holstein-stallion-1year-brown-showjumpers-schmilau/4575413.html,"Schmilau, DE"
"Holstein, Mare, 10 years, 16 hh, Brown",299600,Holsteiner,Mare,10.0,,https://www.ehorses.com/holstein-mare-10years-16-hh-brown-showjumpers-pogeez/4674514.html,"Pogeez, DE"
"Holstein, Mare, 7 years, 16,1 hh, Chestnut",176550,Holsteiner,Mare,7.0,,https://www.ehorses.com/holstein-mare-7years-161-hh-chestnut-showjumpers-eventinghorses-leisurehorses-schmilau/4674526.html,"Schmilau, DE"
"Holstein, Mare, 1 year, Brown",133750,Holsteiner,Mare,,,https://www.ehorses.com/holstein-mare-1year-brown-showjumpers-schmilau/4738100.html,"Schmilau, DE"
"Anglo European Studbook, Mare, 6 years, 17 hh, Bay-Dark",187250,Anglo-Arabian,Mare,6.0,,https://www.ehorses.com/anglo-european-studbook-mare-6years-17-hh-bay-dark-leisurehorses-showjumpers-dressagehorses-regau/4744433.html,"Regau, AT"
"Anglo European Studbook, Gelding, 7 years, 16,3 hh, Smoky-Black",133750,Anglo-Arabian,Gelding,7.0,,https://www.ehorses.com/anglo-european-studbook-gelding-7years-163-hh-smoky-black-leisurehorses-showjumpers-regau/4747600.html,"Regau, AT"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Westphalian, Gelding, 6 years, 17 hh, Chestnut-Red",267500,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-17-hh-chestnut-red-dressagehorses-leisurehorses-iserlohn/4739166.html,"Iserlohn, DE"
"KWPN, Gelding, 17 years, 16 hh, Bay",588500,KWPN,Gelding,17.0,,https://www.ehorses.com/kwpn-gelding-17years-16-hh-bay-dressagehorses-sherwood-oregon/4747491.html,"Sherwood, Oregon, US"
"Hanoverian, Gelding, 5 years, 17 hh, Bay-Dark",101650,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-17-hh-bay-dark-showjumpers-eventinghorses-leisurehorses-dressagehorses-braunschweig/4747514.html,"Braunschweig, DE"
"Haflinger, Stallion, 1 year, 14.1 hh, Chestnut-Red",21400,Haflinger,Stallion,,,https://www.ehorses.com/haflinger-stallion-1year-14-1-hh-chestnut-red-leisurehorses-westernhorses-steinen/4499980.html,"Steinen, DE"
"German Riding Pony Mix, Stallion, 1 year, 13.2 hh, Pinto",21400,Pony,Stallion,,,https://www.ehorses.com/german-riding-pony-stallion-1year-13-2-hh-pinto-leisurehorses-westernhorses-steinen/4500049.html,"Steinen, DE"
"German Riding Pony Mix, Mare, 1 year, 13.2 hh, Pinto",21400,Pony,Mare,,,https://www.ehorses.com/german-riding-pony-mare-1year-13-2-hh-pinto-leisurehorses-westernhorses-steinen/4500055.html,"Steinen, DE"
"Shetland Ponies, Stallion, 1 year, 9.2 hh, Pinto",12840,Shetland,Stallion,,,https://www.ehorses.com/shetland-ponies-stallion-1year-9-2-hh-pinto-leisurehorses-steinen/4500057.html,"Steinen, DE"
"German Riding Pony Mix, Stallion, 2 years, 14.1 hh, Pinto",26750,Pony,Stallion,2.0,,https://www.ehorses.com/german-riding-pony-stallion-2years-14-1-hh-pinto-leisurehorses-westernhorses-steinen/4556159.html,"Steinen, DE"
"Lusitano Mix, Mare, 2 years, 15.1 hh, Dun",80250,Lusitano,Mare,2.0,,https://www.ehorses.com/lusitano-mare-2years-15-1-hh-dun-dressagehorses-working-equitation-horses-eventinghorses-leisurehorses-generac/4747481.html,"Générac, FR"
"Lusitano Mix, Stallion, 2 years, 15.1 hh, Black",80250,Lusitano,Stallion,2.0,,https://www.ehorses.com/lusitano-stallion-2years-15-1-hh-black-working-equitation-horses-showhorses-leisurehorses-dressagehorses-generac/4747467.html,"Générac, FR"
"Oldenburg, Gelding, 4 years, 17 hh, Brown",267500,Oldenburg,Gelding,4.0,,https://www.ehorses.com/oldenburg-gelding-4years-17-hh-brown-dressagehorses-radzionkow/4747449.html,"Radzionków, PL"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Hanoverian, Mare, 6 years, 16 hh, Black",321000,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-16-hh-black-dressagehorses-neuberg/4055494.html,"Neuberg, DE"
"Oldenburg, Mare, 5 years, 16.1 hh, Black",321000,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-16-1-hh-black-dressagehorses-breedinghorses-lohne-oldenburg/4239122.html,"Lohne (Oldenburg), DE"
"Oldenburg, Gelding, 8 years, 17 hh, Black",187250,Oldenburg,Gelding,8.0,,https://www.ehorses.com/oldenburg-gelding-8years-17-hh-black-dressagehorses-leisurehorses-lohne-oldenburg/4699727.html,"Lohne (Oldenburg), DE"
"Hanoverian, Gelding, 5 years, 16.1 hh, Black",321000,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-16-1-hh-black-dressagehorses-lohne-oldenburg/4420279.html,"Lohne (Oldenburg), DE"
"Oldenburg, Mare, 5 years, 16 hh, Bay-Dark",133750,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-16-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-lohne-oldenburg/4448017.html,"Lohne (Oldenburg), DE"
"Oldenburg, Gelding, 4 years, 17 hh, Smoky-Black",321000,Oldenburg,Gelding,4.0,,https://www.ehorses.com/oldenburg-gelding-4years-17-hh-smoky-black-dressagehorses-showjumpers-leisurehorses-lohne-oldenburg/4656645.html,"Lohne (Oldenburg), DE"
"Oldenburg, Gelding, 4 years, 16.1 hh, Black",588500,Oldenburg,Gelding,4.0,,https://www.ehorses.com/oldenburg-gelding-4years-16-1-hh-black-dressagehorses-lohne-oldenburg/4656655.html,"Lohne (Oldenburg), DE"
"Oldenburg, Gelding, 5 years, 17.1 hh, Chestnut-Red",321000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-17-1-hh-chestnut-red-dressagehorses-lohne-oldenburg/4656660.html,"Lohne (Oldenburg), DE"
"Oldenburg-International (OS), Gelding, 5 years, 16.2 hh, Bay-Dark",321000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-international-os-gelding-5years-16-2-hh-bay-dark-showjumpers-showhunter-dressagehorses-lohne-oldenburg/4699690.html,"Lohne (Oldenburg), DE"
"Oldenburg-International (OS), Mare, 5 years, 16.1 hh, Bay-Dark",321000,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-international-os-mare-5years-16-1-hh-bay-dark-showjumpers-breedinghorses-lohne-oldenburg/4735388.html,"Lohne (Oldenburg), DE"
"Westphalian, Mare, 5 years, 16.3 hh, Bay-Dark",105930,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-16-3-hh-bay-dark-showjumpers-leisurehorses-dressagehorses-dornburg/4384282.html,"Dornburg, DE"
"Polo Pony, Mare, 14 years, 15.1 hh, Chestnut-Red",62700,Pony,Mare,14.0,,https://www.ehorses.com/polo-pony-mare-14years-15-1-hh-chestnut-red-leisurehorses-rafz/4650752.html,"Rafz, CH"
"Oldenburg, Gelding, 6 years, 16.2 hh, Chestnut-Red",74900,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-16-2-hh-chestnut-red-dressagehorses-leisurehorses-gronau-westfalen/4747372.html,"Gronau (Westfalen), DE"
"Hanoverian, Gelding, 6 years, 16.1 hh, Brown",160500,Hanoverian,Gelding,6.0,,https://www.ehorses.com/hanoverian-gelding-6years-16-1-hh-brown-eventinghorses-showjumpers-leisurehorses-dressagehorses-buchholz-in-der-nordheide/4729306.html,"Buchholz in der Nordheide, DE"
"Westphalian, Gelding, 3 years, 16.1 hh, Chestnut-Red",80250,Westphalian,Gelding,3.0,,https://www.ehorses.com/westphalian-gelding-3years-16-1-hh-chestnut-red-dressagehorses-leisurehorses-freiberg/4713194.html,"Freiberg, DE"
"German Riding Pony, Gelding, 4 years, 14.2 hh, Chestnut-Red",321000,Pony,Gelding,4.0,,https://www.ehorses.com/german-riding-pony-gelding-4years-14-2-hh-chestnut-red-dressagehorses-showjumpers-leisurehorses-hamm/4740455.html,"Hamm, DE"
"Haflinger, Gelding, 11 years, 13 hh, Chestnut",35350,Haflinger,Gelding,11.0,,https://www.ehorses.com/haflinger-gelding-11years-13-hh-chestnut-trailhorses-ranch-riding-horses-canyon-tx/4592696.html,"Canyon TX, US"
"Westphalian, Mare, 5 years, 16,2 hh, Bay-Dark",144450,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-162-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-jengen/4745095.html,"Jengen, DE"
"Oldenburg, Mare, 8 years, 16,1 hh, Chestnut-Red",187250,Oldenburg,Mare,8.0,,https://www.ehorses.com/oldenburg-mare-8years-161-hh-chestnut-red-dressagehorses-breedinghorses-damme/4609024.html,"Damme, DE"
"German Riding Pony, Stallion, 4 years, Palomino",187250,Pony,Stallion,4.0,,https://www.ehorses.com/german-riding-pony-stallion-4years-palomino-dressagehorses-showjumpers-leisurehorses-carriagehorses-hamm/4740429.html,"Hamm, DE"
"Lusitano, Stallion, 10 years, 15,3 hh, Dun",187250,Lusitano,Stallion,10.0,,https://www.ehorses.com/lusitano-stallion-10years-153-hh-dun-dressagehorses-equitation-portugesa-aeropuerto-de-noain-pamplona/4747344.html,"Aeropuerto De Noain (Pamplona), ES"
"KWPN, Stallion, 15 years, 17 hh, Chestnut-Red",299600,KWPN,Stallion,15.0,,https://www.ehorses.com/kwpn-stallion-15years-17-hh-chestnut-red-dressagehorses-breedinghorses-radzionkow/4390472.html,"Radzionków, PL"
"Lusitano Mix, Stallion, 1 year, 15,1 hh, Bay-Dark",40125,Lusitano,Stallion,,,https://www.ehorses.com/lusitano-stallion-1year-151-hh-bay-dark-dressagehorses-working-equitation-horses-leisurehorses-generac/4747313.html,"Générac, FR"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Lusitano Mix, Stallion, 1 year, 15.2 hh, Brown",80250,Lusitano,Stallion,,,https://www.ehorses.com/lusitano-stallion-1year-15-2-hh-brown-dressagehorses-working-equitation-horses-eventinghorses-leisurehorses-generac/4747265.html,"Générac, FR"
"Oldenburg-International (OS), Mare, 10 years, 16.1 hh, Brown",133750,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-international-os-mare-10years-16-1-hh-brown-leisurehorses-eventinghorses-showjumpers-dressagehorses-kornberg/4745767.html,"Kornberg, AT"
"Hanoverian, Mare, 6 years, 16.1 hh, Chestnut",214000,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-16-1-hh-chestnut-dressagehorses-rosenheim/4747264.html,"Rosenheim, DE"
"Oldenburg, Gelding, 12 years, 18 hh, Brown",192600,Oldenburg,Gelding,12.0,,https://www.ehorses.com/oldenburg-gelding-12years-18-hh-brown-leisurehorses-beelitz/4675301.html,"Beelitz, DE"
"Lusitano, Mare, 18 years, 15 hh, Black",40125,Lusitano,Mare,18.0,,https://www.ehorses.com/lusitano-mare-18years-15-hh-black-breedinghorses-generac/4747254.html,"Générac, FR"
"Hanoverian, Gelding, 6 years, 16.1 hh, Brown",278200,Hanoverian,Gelding,6.0,,https://www.ehorses.com/hanoverian-gelding-6years-16-1-hh-brown-dressagehorses-leisurehorses-neuhaus/4632485.html,"Neuhaus, DE"
"Hanoverian, Mare, 8 years, 16.1 hh, Brown",64199,Hanoverian,Mare,8.0,,https://www.ehorses.com/hanoverian-mare-8years-16-1-hh-brown-breedinghorses-showjumpers-leisurehorses-rhade/4731959.html,"Rhade, DE"
"Hanoverian, Mare, 6 years, 16.2 hh, Brown",299600,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-16-2-hh-brown-showjumpers-breedinghorses-eventinghorses-leisurehorses-zeven/4739617.html,"Zeven, DE"
"Hanoverian, Gelding, 5 years, 16.2 hh, Brown",288900,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-16-2-hh-brown-dressagehorses-leisurehorses-neuhaus-an-der-oste/4742025.html,"Neuhaus an der Oste, DE"
"Lusitano, Mare, 11 years, 15.1 hh, Black",80250,Lusitano,Mare,11.0,,https://www.ehorses.com/lusitano-mare-11years-15-1-hh-black-breedinghorses-dressagehorses-generac/4747242.html,"Générac, FR"
"PRE, Mare, 6 years, 15.2 hh, Chestnut-Red",321000,Andalusian,Mare,6.0,,https://www.ehorses.com/pre-mare-6years-15-2-hh-chestnut-red-working-equitation-horses-doma-vaquera-baroquehorses-breedinghorses-stahnsdorfstahnsdorf/4366004.html,"StahnsdorfStahnsdorf, DE"
"Holstein, Mare, 17 years, 16.3 hh, Grey",32099,Holsteiner,Mare,17.0,,https://www.ehorses.com/holstein-mare-17years-16-3-hh-grey-breedinghorses-zossen/4743916.html,"Zossen, DE"
"Oldenburg, Mare, 1 year, 16,2 hh",53500,Oldenburg,Mare,,,https://www.ehorses.com/oldenburg-mare-1year-162-hh-dressagehorses-leisurehorses-lengerich/4477088.html,"Lengerich, DE"
"Shetland Ponies, Stallion, 2 years, 7,3 hh",3210,Shetland,Stallion,2.0,,https://www.ehorses.com/shetland-ponies-stallion-2years-73-hh-leisurehorses-susteren/4542629.html,"Susteren, NL"
"Oldenburg, Mare, 10 years, 17,1 hh, Grey",749000,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-mare-10years-171-hh-grey-showjumpers-bekescsaba/4714136.html,"Békéscsaba, HU"
"Westphalian, Gelding, 6 years, 16,1 hh, Brown",267500,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-161-hh-brown-dressagehorses-rosenheim/4747179.html,"Rosenheim, DE"
"Hanoverian, Gelding, 5 years, 16,1 hh, Chestnut-Red",187250,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-161-hh-chestnut-red-showjumpers-showhunter-bremen/4746694.html,"Bremen, DE"
"Welsh D (Cob), Mare, 4 years, 14,1 hh, Chestnut-Red",80250,Welsh,Mare,4.0,,https://www.ehorses.com/welsh-d-cob-mare-4years-141-hh-chestnut-red-leisurehorses-breedinghorses-dressagehorses-stahnsdorf/4229462.html,"Stahnsdorf, DE"
"Westphalian, Mare, 8 years, 16,2 hh, Brown",192600,Westphalian,Mare,8.0,,https://www.ehorses.com/westphalian-mare-8years-162-hh-brown-dressagehorses-rosenheim/4747132.html,"Rosenheim, DE"
"Lusitano, Mare, 15 years, 15,1 hh, Buckskin",80250,Lusitano,Mare,15.0,,https://www.ehorses.com/lusitano-mare-15years-151-hh-buckskin-breedinghorses-dressagehorses-generac/4735096.html,"Générac, FR"
"Welsh D (Cob), Mare, 8 years, 14,1 hh, Chestnut-Red",48150,Welsh,Mare,8.0,,https://www.ehorses.com/welsh-d-cob-mare-8years-141-hh-chestnut-red-dressagehorses-showjumpers-showhunter-ammersbek/4747144.html,"Ammersbek, DE"
"German Riding Pony, Mare, 5 years, 13,2 hh, Chestnut-Red",64199,Pony,Mare,5.0,,https://www.ehorses.com/german-riding-pony-mare-5years-132-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-suhlendorf/4156694.html,"Suhlendorf, DE"
"Oldenburg, Gelding, 5 years, 17 hh, Brown",214000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-17-hh-brown-dressagehorses-rosenheim/4747099.html,"Rosenheim, DE"
"KWPN, Gelding, 4 years, 16,3 hh, Smoky-Black",41730,KWPN,Gelding,4.0,,https://www.ehorses.com/kwpn-gelding-4years-163-hh-smoky-black-leisurehorses-dressagehorses-wachtendonk/4692876.html,"Wachtendonk, DE"
"Oldenburg, Mare, 1 year, 16,1 hh",107000,Oldenburg,Mare,,,https://www.ehorses.com/oldenburg-mare-1year-161-hh-dressagehorses-breedinghorses-eventinghorses-showjumpers-wittmund/4517920.html,"Wittmund, DE"
"Oldenburg, Mare, 10 years, 16,3 hh",235399,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-mare-10years-163-hh-dressagehorses-breedinghorses-wittmund/4518721.html,"Wittmund, DE"
"Oldenburg, Mare, 6 years, 16,1 hh",342400,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-mare-6years-161-hh-dressagehorses-breedinghorses-wittmund/4518650.html,"Wittmund, DE"
"Oldenburg, Mare, 2 years, 16,1 hh",139100,Oldenburg,Mare,2.0,,https://www.ehorses.com/oldenburg-mare-2years-161-hh-dressagehorses-breedinghorses-eventinghorses-showjumpers-wittmund/4518578.html,"Wittmund, DE"
"Oldenburg, Mare, 11 years, 16 hh",278200,Oldenburg,Mare,11.0,,https://www.ehorses.com/oldenburg-mare-11years-16-hh-dressagehorses-breedinghorses-wittmund/4518680.html,"Wittmund, DE"
"Oldenburg, Stallion, 2 years, 16,3 hh, Bay-Dark",69550,Oldenburg,Stallion,2.0,,https://www.ehorses.com/oldenburg-stallion-2years-163-hh-bay-dark-dressagehorses-blunk/4679940.html,"Blunk, DE"
"Oldenburg, Stallion, 1 year, 16,2 hh, Brown",128399,Oldenburg,Stallion,,,https://www.ehorses.com/oldenburg-stallion-1year-162-hh-brown-showjumpers-eventinghorses-steinhoefel/4588348.html,"Steinhöfel, DE"
"Lusitano, Stallion, 6 years, 15,2 hh, Buckskin",80250,Lusitano,Stallion,6.0,,https://www.ehorses.com/lusitano-stallion-6years-152-hh-buckskin-dressagehorses-showhorses-baroquehorses-leisurehorses-martfeld/4129316.html,"Martfeld, DE"
"Hanoverian, Mare, 10 years, 16 hh, Chestnut-Red",52430,Hanoverian,Mare,10.0,,https://www.ehorses.com/hanoverian-mare-10years-16-hh-chestnut-red-leisurehorses-endurancehorses-breedinghorses-dressagehorses-beratzhausen/4736855.html,"Beratzhausen, DE"
"Hanoverian, Gelding, 7 years, 16,2 hh, Bay-Dark",80250,Hanoverian,Gelding,7.0,,https://www.ehorses.com/hanoverian-gelding-7years-162-hh-bay-dark-dressagehorses-showjumpers-leisurehorses-hohenfelde/4747101.html,"Hohenfelde, DE"
"German Riding Pony, Mare, 5 years, 14,2 hh, Dun",208650,Pony,Mare,5.0,,https://www.ehorses.com/german-riding-pony-mare-5years-142-hh-dun-dressagehorses-breedinghorses-eventinghorses-showjumpers-ankum/4747080.html,"Ankum, DE"
"Gotland Pony, Stallion, 6 years, 12,2 hh, Pinto",40125,Pony,Stallion,6.0,,https://www.ehorses.com/gotland-pony-stallion-6years-122-hh-pinto-carriagehorses-showjumpers-leisurehorses-dressagehorses-zieuwent/4747079.html,"Zieuwent, NL"
"Welsh A (Mountain Pony), Gelding, 5 years, 11,1 hh, Grey",80250,Welsh,Gelding,5.0,,https://www.ehorses.com/welsh-a-mountain-pony-gelding-5years-111-hh-grey-dressagehorses-showjumpers-leisurehorses-carriagehorses-meinhard/4657564.html,"Meinhard, DE"
"Andalusian, Stallion, 8 years, 15,2 hh, Dun",80250,Andalusian,Stallion,8.0,,https://www.ehorses.com/andalusian-stallion-8years-152-hh-dun-leisurehorses-working-equitation-horses-baroquehorses-eventinghorses-menorca/4747028.html,"Menorca, ES"
"PRE, Stallion, 8 years, 16,1 hh, Dun",321000,Andalusian,Stallion,8.0,,https://www.ehorses.com/pre-stallion-8years-161-hh-dun-dressagehorses-working-equitation-horses-baroquehorses-noain/4697402.html,"Noain, ES"
"Hanoverian, Gelding, 12 years, 17,2 hh, Dun",321000,Hanoverian,Gelding,12.0,,https://www.ehorses.com/hanoverian-gelding-12years-172-hh-dun-dressagehorses-noain-navarra/4699250.html,"Noain (Navarra), ES"
"Lusitano, Gelding, 11 years, 16 hh, Brown",535000,Lusitano,Gelding,11.0,,https://www.ehorses.com/lusitano-gelding-11years-16-hh-brown-dressagehorses-handewitt/4746819.html,"Handewitt, DE"
"Hanoverian, Mare, 6 years, 16,2 hh, Brown",171200,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-162-hh-brown-dressagehorses-langelsheim/4244395.html,"Langelsheim, DE"
"Hanoverian, Mare, 5 years, 16,2 hh, Black",267500,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-162-hh-black-dressagehorses-langelsheim/4728878.html,"Langelsheim, DE"
"Hanoverian, Gelding, 8 years, 17 hh, Bay-Dark",374500,Hanoverian,Gelding,8.0,,https://www.ehorses.com/hanoverian-gelding-8years-17-hh-bay-dark-showjumpers-langelsheim/4742969.html,"Langelsheim, DE"
"Oldenburg, Mare, 7 years, 15,2 hh, Smoky-Black",187250,Oldenburg,Mare,7.0,,https://www.ehorses.com/oldenburg-mare-7years-152-hh-smoky-black-dressagehorses-breedinghorses-eventinghorses-showjumpers-rossdorf/4511860.html,"Roßdorf, DE"
"Hanoverian, Mare, 14 years, 16 hh, Chestnut",80250,Hanoverian,Mare,14.0,,https://www.ehorses.com/hanoverian-mare-14years-16-hh-chestnut-dressagehorses-dassel/4685966.html,"Dassel, DE"
"Hanoverian, Mare, 14 years, 16,1 hh, Black",588500,Hanoverian,Mare,14.0,,https://www.ehorses.com/hanoverian-mare-14years-161-hh-black-dressagehorses-juechen/4745388.html,"Jüchen, DE"
"Arabian horses, Gelding, 4 years, 15,1 hh, Grey",133750,Arabian,Gelding,4.0,,https://www.ehorses.com/arabian-horses-gelding-4years-151-hh-grey-leisurehorses-endurancehorses-westernhorses-wassertruedingen/4249961.html,"Wassertrüdingen, DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Arabian horses, Gelding, 3 years, 15.1 hh, Brown",80250,Arabian,Gelding,3.0,,https://www.ehorses.com/arabian-horses-gelding-3years-15-1-hh-brown-leisurehorses-wassertruedingen/4577314.html,"Wassertrüdingen, DE"
"Holstein, Mare, 9 years, 16.1 hh, Chestnut-Red",321000,Holsteiner,Mare,9.0,,https://www.ehorses.com/holstein-mare-9years-16-1-hh-chestnut-red-showjumpers-gadow/4746968.html,"Gadow, DE"
"Hanoverian, Stallion, 3 years, 16.2 hh, Black",321000,Hanoverian,Stallion,3.0,,https://www.ehorses.com/hanoverian-stallion-3years-16-2-hh-black-dressagehorses-niederkirchen/4746928.html,"Niederkirchen, DE"
"Hanoverian, Mare, 1 year, Chestnut",69550,Hanoverian,Mare,,,https://www.ehorses.com/hanoverian-mare-1year-chestnut-showjumpers-breedinghorses-eventinghorses-dressagehorses-breddorf/4529909.html,"Breddorf, DE"
"Hanoverian, Mare, 1 year, Black",69550,Hanoverian,Mare,,,https://www.ehorses.com/hanoverian-mare-1year-black-eventinghorses-breedinghorses-showjumpers-dressagehorses-breddorf/4520536.html,"Breddorf, DE"
"PRE, Stallion, 3 years, 16.1 hh, Grey-Dark-Tan",80250,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-16-1-hh-grey-dark-tan-leisurehorses-working-equitation-horses-baroquehorses-dressagehorses-teldau/4733846.html,"Teldau, DE"
"PRE Mix, Gelding, 4 years, 15.2 hh, Grey-Red-Tan",80250,Andalusian,Gelding,4.0,,https://www.ehorses.com/pre-gelding-4years-15-2-hh-grey-red-tan-leisurehorses-working-equitation-horses-baroquehorses-dressagehorses-boetersen/4718668.html,"Bötersen, DE"
"Hanoverian, Gelding, 11 years, 17 hh, Brown",192600,Hanoverian,Gelding,11.0,,https://www.ehorses.com/hanoverian-gelding-11years-17-hh-brown-dressagehorses-willich/4746876.html,"Willich, DE"
"Hispano Arabian, Gelding, 11 years, 15.2 hh, Brown",133750,Arabian,Gelding,11.0,,https://www.ehorses.com/hispano-arabian-gelding-11years-15-2-hh-brown-dressagehorses-doma-vaquera-working-equitation-horses-leisurehorses-madrid/4682531.html,"Madrid, ES"
"Oldenburg, Gelding, 3 years, 16.1 hh, Chestnut",315650,Oldenburg,Gelding,3.0,,https://www.ehorses.com/oldenburg-gelding-3years-16-1-hh-chestnut-dressagehorses-heidesheim-am-rhein/4744458.html,"Heidesheim am Rhein, DE"
"Lusitano, Stallion, 6 years, 15,2 hh, Pearl",85600,Lusitano,Stallion,6.0,,https://www.ehorses.com/lusitano-stallion-6years-152-hh-pearl-dressagehorses-breedinghorses-sire-caldas-de-reis-casco-urbano/4506862.html,"Caldas De Reis (Casco Urbano), ES"
"Oldenburg-International (OS), Mare, 4 years, 15,2 hh, Brown",160500,Oldenburg,Mare,4.0,,https://www.ehorses.com/oldenburg-international-os-mare-4years-152-hh-brown-dressagehorses-eventinghorses-krajenka/4336779.html,"KRAJENKA, PL"
"Asil Arabian, Stallion, 1 year, Brown",40125,Arabian,Stallion,,,https://www.ehorses.com/asil-arabian-stallion-1year-brown-endurancehorses-showjumpers-leisurehorses-dressagehorses-vernon/4519184.html,"VERNON, FR"
"Thoroughbred, Mare, 6 years, 16,2 hh, Smoky-Black",64199,Thoroughbred,Mare,6.0,,https://www.ehorses.com/thoroughbred-mare-6years-162-hh-smoky-black-breedinghorses-eventinghorses-leisurehorses-dressagehorses-walsrode/4746835.html,"Walsrode, DE"
"German Riding Pony, Gelding, 5 years, Buckskin",406600,Pony,Gelding,5.0,,https://www.ehorses.com/german-riding-pony-gelding-5years-buckskin-dressagehorses-showjumpers-westerstede/4714025.html,"Westerstede, DE"
